truth,detected,match,precision
en,en,Y,0.9899618625640869
en,en,Y,0.9194591045379639
en,en,Y,0.9605218172073364
en,en,Y,0.9338585138320923
en,en,Y,0.9502375721931458
en,en,Y,0.9634608030319214
en,en,Y,0.9555405378341675
en,en,Y,0.958634078502655
en,en,Y,0.921403169631958
en,en,Y,0.9630756974220276
en,en,Y,0.9318205118179321
en,en,Y,0.974389910697937
en,en,Y,0.9858526587486267
en,en,Y,0.9693558216094971
en,en,Y,0.9775063991546631
en,en,Y,0.9775332808494568
en,en,Y,0.9345962405204773
en,en,Y,0.9692240357398987
en,en,Y,0.9537433981895447
en,en,Y,0.962610125541687
en,en,Y,0.934576690196991
en,en,Y,0.8084193468093872
en,en,Y,0.92360919713974
en,en,Y,0.9731308817863464
en,en,Y,0.9795531630516052
en,en,Y,0.7664147019386292
en,en,Y,0.934215784072876
en,en,Y,0.9402559995651245
en,en,Y,0.9397618174552917
en,en,Y,0.9275849461555481
en,en,Y,0.9858276844024658
en,en,Y,0.98225998878479
en,en,Y,0.9139707088470459
en,en,Y,0.7923619747161865
en,en,Y,0.8952232599258423
en,en,Y,0.9921473860740662
en,en,Y,0.8964896202087402
en,en,Y,0.9034721851348877
en,en,Y,0.8990123867988586
en,en,Y,0.9256854057312012
en,en,Y,0.9366447329521179
en,en,Y,0.9686785936355591
en,en,Y,0.9404833912849426
en,en,Y,0.9703049659729004
en,en,Y,0.9330348968505859
en,en,Y,0.9775934815406799
en,en,Y,0.935640275478363
en,en,Y,0.9245080351829529
en,en,Y,0.8682076930999756
en,en,Y,0.957372784614563
en,en,Y,0.9157483577728271
en,en,Y,0.9338179230690002
en,en,Y,0.8666847944259644
en,en,Y,0.9766438603401184
en,en,Y,0.9168983101844788
en,en,Y,0.9653275609016418
en,en,Y,0.9962716102600098
en,en,Y,0.9828869104385376
en,en,Y,0.8689483404159546
en,en,Y,0.9466798901557922
en,en,Y,0.9139539003372192
en,en,Y,0.9229897856712341
en,en,Y,0.9367353916168213
en,en,Y,0.6101006865501404
en,en,Y,0.9817750453948975
en,en,Y,0.9475067853927612
en,en,Y,0.7820171117782593
en,en,Y,0.9700913429260254
en,en,Y,0.9399749040603638
en,en,Y,0.9409698843955994
en,en,Y,0.9181615710258484
en,en,Y,0.981241762638092
en,en,Y,0.9458683133125305
en,en,Y,0.8672784566879272
en,en,Y,0.9959920644760132
en,en,Y,0.9966606497764587
en,en,Y,0.9339285492897034
en,en,Y,0.9537102580070496
en,en,Y,0.958469808101654
en,en,Y,0.9746948480606079
en,en,Y,0.9843841195106506
en,en,Y,0.9560121893882751
en,en,Y,0.9785791635513306
en,en,Y,0.9546296000480652
en,en,Y,0.9592990875244141
en,en,Y,0.9966443777084351
en,en,Y,0.9805195927619934
en,en,Y,0.9315975308418274
en,en,Y,0.9440243244171143
en,en,Y,0.9930499196052551
en,en,Y,0.9828029274940491
en,en,Y,0.9865531325340271
en,en,Y,0.9756605625152588
en,en,Y,0.959463357925415
en,en,Y,0.9656999111175537
en,en,Y,0.8558943271636963
en,en,Y,0.9368184208869934
en,en,Y,0.919181764125824
en,en,Y,0.9751767516136169
en,en,Y,0.9444113969802856
en,en,Y,0.9654139876365662
en,en,Y,0.979381799697876
en,en,Y,0.9756423234939575
en,en,Y,0.902918815612793
en,en,Y,0.8388926982879639
en,en,Y,0.9898676872253418
en,en,Y,0.9820650219917297
en,en,Y,0.9276357293128967
en,en,Y,0.9367316961288452
en,en,Y,0.9805613160133362
en,en,Y,0.93587726354599
en,en,Y,0.9901451468467712
en,en,Y,0.9856664538383484
en,en,Y,0.97906094789505
en,en,Y,0.9515299201011658
en,en,Y,0.9700256586074829
en,en,Y,0.9941142201423645
en,en,Y,0.974373996257782
en,en,Y,0.9630573987960815
en,en,Y,0.9931924343109131
en,en,Y,0.9917026162147522
en,en,Y,0.9716210961341858
en,en,Y,0.9417473077774048
en,en,Y,0.8866981267929077
en,en,Y,0.9595457315444946
en,en,Y,0.949539065361023
en,en,Y,0.9363364577293396
en,en,Y,0.9673634767532349
en,en,Y,0.9928377270698547
en,en,Y,0.6053155660629272
en,en,Y,0.8983045816421509
en,en,Y,0.931776225566864
en,en,Y,0.9796832799911499
en,en,Y,0.9444716572761536
en,en,Y,0.9524906873703003
en,en,Y,0.8240891695022583
en,en,Y,0.9651813507080078
en,en,Y,0.9431419372558594
en,en,Y,0.8932763338088989
en,en,Y,0.9399644732475281
en,en,Y,0.9807265996932983
en,en,Y,0.9311562180519104
en,en,Y,0.9823800921440125
en,en,Y,0.9717009663581848
en,en,Y,0.8922427892684937
en,en,Y,0.9598709940910339
en,en,Y,0.9778250455856323
en,en,Y,0.9425162672996521
en,en,Y,0.9773243069648743
en,en,Y,0.959795355796814
en,en,Y,0.9709345102310181
en,en,Y,0.9694350361824036
en,en,Y,0.5937780737876892
en,en,Y,0.97236567735672
en,en,Y,0.9141392707824707
en,en,Y,0.9900524020195007
en,en,Y,0.9164429903030396
en,en,Y,0.9938156008720398
en,en,Y,0.4830692708492279
en,en,Y,0.6888415217399597
en,en,Y,0.9753475189208984
en,en,Y,0.9827607274055481
en,en,Y,0.9787599444389343
en,en,Y,0.9832401275634766
en,en,Y,0.9622894525527954
en,en,Y,0.9947296977043152
en,en,Y,0.9739787578582764
en,en,Y,0.9816147685050964
en,en,Y,0.9779400825500488
en,en,Y,0.9484156966209412
en,en,Y,0.9198282361030579
en,en,Y,0.910538911819458
en,en,Y,0.9735875129699707
en,en,Y,0.9874293208122253
en,en,Y,0.9883533716201782
en,en,Y,0.780920147895813
en,en,Y,0.787311315536499
en,en,Y,0.9955602884292603
en,en,Y,0.9903500080108643
en,en,Y,0.9403393268585205
en,en,Y,0.8433791995048523
en,en,Y,0.8942802548408508
en,en,Y,0.9576027989387512
en,en,Y,0.9940131306648254
en,en,Y,0.9040302634239197
en,en,Y,0.977503776550293
en,en,Y,0.9423506259918213
en,en,Y,0.8732767701148987
en,en,Y,0.8854479193687439
en,en,Y,0.9638373851776123
en,en,Y,0.9694503545761108
en,en,Y,0.8062362670898438
en,en,Y,0.9858115911483765
en,en,Y,0.9864603877067566
en,en,Y,0.9337413907051086
en,en,Y,0.9253857135772705
en,en,Y,0.6528686881065369
en,en,Y,0.9403281211853027
en,en,Y,0.8647229075431824
en,en,Y,0.990330696105957
en,en,Y,0.8813745975494385
en,en,Y,0.8576446175575256
en,en,Y,0.9536340236663818
en,en,Y,0.7460383772850037
en,en,Y,0.9773749709129333
en,en,Y,0.9980818033218384
en,en,Y,0.9392277002334595
en,en,Y,0.9532946944236755
en,en,Y,0.9619675874710083
en,en,Y,0.987031102180481
en,en,Y,0.9774874448776245
en,en,Y,0.9124141335487366
en,en,Y,0.9660811424255371
en,en,Y,0.7465528845787048
en,en,Y,0.9792889952659607
en,en,Y,0.9877312779426575
en,en,Y,0.8610525727272034
en,en,Y,0.9250327348709106
en,en,Y,0.7895158529281616
en,en,Y,0.8484712243080139
en,en,Y,0.8796781301498413
en,en,Y,0.9281719326972961
en,en,Y,0.9025429487228394
en,en,Y,0.9160308241844177
en,en,Y,0.8704599142074585
en,en,Y,0.9438836574554443
en,en,Y,0.9411475658416748
en,en,Y,0.9596449732780457
en,en,Y,0.9215636253356934
en,en,Y,0.8728395104408264
en,en,Y,0.9145582318305969
en,en,Y,0.9616931676864624
en,en,Y,0.9086209535598755
en,en,Y,0.8919883370399475
en,en,Y,0.9755635857582092
en,en,Y,0.9876826405525208
en,en,Y,0.777476966381073
en,en,Y,0.9520169496536255
en,en,Y,0.8094094395637512
en,en,Y,0.9437415599822998
en,en,Y,0.9842584729194641
en,en,Y,0.8712823390960693
en,en,Y,0.978530764579773
en,en,Y,0.9119400382041931
en,en,Y,0.9532817602157593
en,en,Y,0.9534386396408081
en,en,Y,0.998372495174408
en,en,Y,0.9013121128082275
en,en,Y,0.931241512298584
en,en,Y,0.9320172667503357
en,en,Y,0.9972885847091675
en,en,Y,0.9755991101264954
en,en,Y,0.9635492563247681
en,en,Y,0.9520029425621033
en,en,Y,0.9798316955566406
en,en,Y,0.9302393794059753
en,en,Y,0.9046474099159241
en,en,Y,0.8566232919692993
en,en,Y,0.8673496246337891
en,en,Y,0.9730100035667419
en,en,Y,0.9965406060218811
en,en,Y,0.9270858764648438
en,en,Y,0.976446807384491
en,en,Y,0.9648804664611816
en,en,Y,0.9550760984420776
en,en,Y,0.9686779379844666
en,en,Y,0.9600645303726196
en,en,Y,0.969182550907135
en,en,Y,0.785172164440155
en,en,Y,0.9055767059326172
en,en,Y,0.9967002868652344
en,en,Y,0.8031978011131287
en,en,Y,0.9852571487426758
en,en,Y,0.9410593509674072
en,en,Y,0.9611200094223022
en,en,Y,0.9469305276870728
en,en,Y,0.7751865386962891
en,en,Y,0.9346429705619812
en,en,Y,0.9321826100349426
en,en,Y,0.7750856876373291
en,en,Y,0.9618094563484192
en,en,Y,0.9157549738883972
en,en,Y,0.7954089641571045
en,en,Y,0.8555992841720581
en,en,Y,0.8823444843292236
en,en,Y,0.9202351570129395
en,en,Y,0.9568055868148804
en,en,Y,0.8283053040504456
en,en,Y,0.982282817363739
en,en,Y,0.9655331373214722
en,en,Y,0.870190441608429
en,en,Y,0.9021530747413635
en,en,Y,0.9082271456718445
en,en,Y,0.8772664070129395
en,en,Y,0.9970160722732544
en,en,Y,0.9217966794967651
en,en,Y,0.9370163083076477
en,en,Y,0.9935182332992554
en,en,Y,0.8476356267929077
en,en,Y,0.986000657081604
en,en,Y,0.9520506858825684
en,en,Y,0.8771998286247253
en,en,Y,0.9638362526893616
en,en,Y,0.9674515128135681
en,en,Y,0.9712696671485901
en,en,Y,0.9636668562889099
en,en,Y,0.9877020716667175
en,en,Y,0.9404288530349731
en,en,Y,0.9167236089706421
en,en,Y,0.9556004405021667
en,en,Y,0.9114255309104919
en,en,Y,0.9658222794532776
en,en,Y,0.9559389352798462
en,en,Y,0.9478375911712646
en,en,Y,0.9053056240081787
en,en,Y,0.9510548710823059
en,en,Y,0.9305616617202759
en,en,Y,0.9299230575561523
en,en,Y,0.9070641398429871
en,en,Y,0.8146577477455139
en,en,Y,0.8428887128829956
en,en,Y,0.9415408968925476
en,en,Y,0.9360842108726501
en,en,Y,0.9361168146133423
en,en,Y,0.524878978729248
en,en,Y,0.9569720029830933
en,en,Y,0.9239197969436646
en,en,Y,0.9549386501312256
en,en,Y,0.9160507321357727
en,en,Y,0.7482617497444153
en,en,Y,0.8339643478393555
en,en,Y,0.9458491206169128
en,en,Y,0.9117936491966248
en,en,Y,0.907530665397644
en,en,Y,0.8696687817573547
en,en,Y,0.9537000060081482
en,en,Y,0.9598302245140076
en,en,Y,0.9376478791236877
en,en,Y,0.9411394596099854
en,en,Y,0.9638295769691467
en,en,Y,0.9826684594154358
en,en,Y,0.9689632058143616
en,en,Y,0.9487798810005188
en,en,Y,0.9303299784660339
en,en,Y,0.9708818197250366
en,en,Y,0.8962313532829285
en,en,Y,0.9620453715324402
en,en,Y,0.9362127780914307
en,en,Y,0.9395071864128113
en,en,Y,0.9291728138923645
en,en,Y,0.7962929010391235
en,en,Y,0.950565755367279
en,en,Y,0.9355127811431885
en,en,Y,0.8531976342201233
en,en,Y,0.7121468186378479
en,en,Y,0.9708631038665771
en,en,Y,0.9217785596847534
en,en,Y,0.9626554846763611
en,en,Y,0.9373255968093872
en,en,Y,0.9682446718215942
en,en,Y,0.9757093191146851
en,en,Y,0.9901348352432251
en,en,Y,0.8912010192871094
en,en,Y,0.9427604079246521
en,en,Y,0.9296659231185913
en,en,Y,0.9571386575698853
en,en,Y,0.9234998226165771
en,en,Y,0.9856411814689636
en,en,Y,0.9391890168190002
en,en,Y,0.8765741586685181
en,en,Y,0.9528241753578186
en,en,Y,0.9296037554740906
en,en,Y,0.7947139143943787
en,en,Y,0.9418430924415588
en,en,Y,0.9786224961280823
en,en,Y,0.9828365445137024
en,en,Y,0.9791313409805298
en,en,Y,0.908896267414093
en,en,Y,0.9493328332901001
en,en,Y,0.9258111119270325
en,en,Y,0.9487085342407227
en,en,Y,0.8452216982841492
en,en,Y,0.9692403674125671
en,en,Y,0.9762009978294373
en,en,Y,0.9782952070236206
en,en,Y,0.8856337666511536
en,en,Y,0.9053409099578857
en,en,Y,0.9647010564804077
en,en,Y,0.9708867073059082
en,en,Y,0.8924679160118103
en,en,Y,0.9351603388786316
en,en,Y,0.9667932987213135
en,en,Y,0.9760361313819885
en,en,Y,0.9585140347480774
en,en,Y,0.9676257967948914
en,en,Y,0.9864424467086792
en,en,Y,0.9423452019691467
en,en,Y,0.880297064781189
en,en,Y,0.8488587737083435
en,en,Y,0.9678574204444885
en,en,Y,0.969280481338501
en,en,Y,0.8711702227592468
en,en,Y,0.9197184443473816
en,en,Y,0.9386431574821472
en,en,Y,0.9758898615837097
en,en,Y,0.9565489292144775
en,en,Y,0.969863772392273
en,en,Y,0.9706428050994873
en,en,Y,0.9013076424598694
en,en,Y,0.9547538161277771
en,en,Y,0.8918718695640564
en,en,Y,0.9513267278671265
en,en,Y,0.9699738025665283
en,en,Y,0.8339659571647644
en,en,Y,0.9275196194648743
en,en,Y,0.9445328712463379
en,en,Y,0.8405027985572815
en,en,Y,0.9083876013755798
en,en,Y,0.9493130445480347
en,en,Y,0.95099937915802
en,en,Y,0.900326132774353
en,en,Y,0.9091101288795471
en,en,Y,0.892543613910675
en,en,Y,0.9893170595169067
en,en,Y,0.8512151837348938
en,en,Y,0.9409109950065613
en,en,Y,0.852362871170044
en,en,Y,0.8974848985671997
en,en,Y,0.9194095730781555
en,en,Y,0.9390676617622375
en,en,Y,0.9514691829681396
en,en,Y,0.9819255471229553
en,en,Y,0.8987668752670288
en,en,Y,0.9926154613494873
en,en,Y,0.9488123655319214
en,en,Y,0.9584388136863708
en,en,Y,0.9860826730728149
en,en,Y,0.9394752979278564
en,en,Y,0.9523405432701111
en,en,Y,0.9379054307937622
en,en,Y,0.9904322028160095
en,en,Y,0.9512375593185425
en,en,Y,0.9977735877037048
en,en,Y,0.9463859796524048
en,en,Y,0.9749268293380737
en,en,Y,0.9243201613426208
en,en,Y,0.8743386268615723
en,en,Y,0.9637633562088013
en,en,Y,0.9584112763404846
en,en,Y,0.9901899099349976
en,en,Y,0.9465296864509583
en,en,Y,0.8221489787101746
en,en,Y,0.9746617674827576
en,en,Y,0.9581865668296814
en,en,Y,0.961842954158783
en,en,Y,0.9588422775268555
en,en,Y,0.9314549565315247
en,en,Y,0.7959727644920349
en,en,Y,0.9602219462394714
en,en,Y,0.9518057703971863
en,en,Y,0.9531731009483337
en,en,Y,0.9580957293510437
en,en,Y,0.9314865469932556
en,en,Y,0.9450365900993347
en,en,Y,0.9903764128684998
en,en,Y,0.9699703454971313
en,en,Y,0.9589248299598694
en,en,Y,0.8304907083511353
en,en,Y,0.9155251383781433
en,en,Y,0.7598258852958679
en,en,Y,0.78580242395401
en,en,Y,0.9575878977775574
en,en,Y,0.9473581910133362
en,en,Y,0.9340605139732361
en,en,Y,0.9677835702896118
en,en,Y,0.9127727746963501
en,en,Y,0.43301916122436523
en,en,Y,0.9334794282913208
en,en,Y,0.9328951239585876
en,en,Y,0.902061939239502
en,en,Y,0.9919891953468323
en,en,Y,0.9744595885276794
en,en,Y,0.9604530930519104
en,en,Y,0.9016057848930359
en,en,Y,0.892529308795929
en,en,Y,0.9716562628746033
en,en,Y,0.9280558228492737
en,en,Y,0.9949296116828918
en,en,Y,0.8485828042030334
en,en,Y,0.9331217408180237
en,en,Y,0.9346912503242493
en,en,Y,0.7096557021141052
en,en,Y,0.7922612428665161
en,en,Y,0.9092873930931091
en,en,Y,0.827713131904602
en,en,Y,0.8924815654754639
en,en,Y,0.8830264210700989
en,en,Y,0.8929126262664795
en,en,Y,0.984067976474762
en,en,Y,0.9663364887237549
en,en,Y,0.9497413039207458
en,en,Y,0.9828307032585144
en,en,Y,0.9824389815330505
en,en,Y,0.8897134065628052
en,en,Y,0.9642409682273865
en,en,Y,0.9048376083374023
en,en,Y,0.978746771812439
en,en,Y,0.6678463220596313
en,en,Y,0.8980525135993958
en,en,Y,0.9328009486198425
en,en,Y,0.9531036019325256
en,en,Y,0.9832407236099243
en,en,Y,0.8792626261711121
en,en,Y,0.9822700023651123
en,en,Y,0.9084179401397705
en,en,Y,0.7198100686073303
en,en,Y,0.9488126039505005
en,en,Y,0.520444929599762
en,en,Y,0.9831958413124084
en,en,Y,0.4530337154865265
en,en,Y,0.7410545945167542
en,en,Y,0.9490702152252197
en,en,Y,0.8583932518959045
en,en,Y,0.8277604579925537
en,en,Y,0.6812117695808411
en,en,Y,0.9376126527786255
en,en,Y,0.7581043839454651
en,en,Y,0.9899314641952515
en,en,Y,0.8338937163352966
en,en,Y,0.9644002318382263
en,en,Y,0.8689104914665222
en,en,Y,0.9638046622276306
en,en,Y,0.8195262551307678
en,en,Y,0.9098526239395142
en,en,Y,0.8728498816490173
en,en,Y,0.9576326012611389
en,en,Y,0.9312784671783447
en,en,Y,0.9297284483909607
en,en,Y,0.9219000339508057
en,en,Y,0.9144086241722107
en,en,Y,0.9714858531951904
en,en,Y,0.8870482444763184
en,en,Y,0.9550418257713318
en,en,Y,0.9594467878341675
en,en,Y,0.9878231287002563
en,en,Y,0.9583060145378113
en,en,Y,0.7954095602035522
en,en,Y,0.9693575501441956
en,en,Y,0.9514690041542053
en,en,Y,0.8766734600067139
en,en,Y,0.8458229899406433
en,en,Y,0.999121904373169
en,en,Y,0.895522952079773
en,en,Y,0.9462835192680359
en,en,Y,0.8944578766822815
en,en,Y,0.9579656720161438
en,en,Y,0.7898290753364563
en,en,Y,0.9547900557518005
en,en,Y,0.9170185923576355
en,en,Y,0.9567099213600159
en,en,Y,0.9166010022163391
en,en,Y,0.9902878403663635
en,en,Y,0.9766169190406799
en,en,Y,0.960735559463501
en,en,Y,0.7262329459190369
en,en,Y,0.8506417274475098
en,en,Y,0.8316959738731384
en,en,Y,0.9457395672798157
en,en,Y,0.8544347286224365
en,en,Y,0.8178964257240295
en,en,Y,0.9560806155204773
en,en,Y,0.9697017073631287
en,en,Y,0.9317890405654907
en,en,Y,0.9389644861221313
en,en,Y,0.9876710176467896
en,en,Y,0.9010175466537476
en,en,Y,0.9800670146942139
en,en,Y,0.8765910863876343
en,en,Y,0.9632352590560913
en,en,Y,0.9575042128562927
en,en,Y,0.9753890037536621
en,en,Y,0.9695830941200256
en,en,Y,0.9706326127052307
en,en,Y,0.9191878437995911
en,en,Y,0.9893890023231506
en,en,Y,0.9770257472991943
en,en,Y,0.943354606628418
en,en,Y,0.8899401426315308
en,en,Y,0.8781508207321167
en,en,Y,0.3865926265716553
en,en,Y,0.9621220231056213
en,en,Y,0.874817430973053
en,en,Y,0.9200814366340637
en,en,Y,0.9818597435951233
en,en,Y,0.9523871541023254
en,en,Y,0.973791778087616
en,en,Y,0.9924554228782654
en,en,Y,0.9804047346115112
en,en,Y,0.8673551082611084
en,en,Y,0.990428626537323
en,en,Y,0.938300371170044
en,en,Y,0.8429604172706604
en,en,Y,0.9332007169723511
en,en,Y,0.7448752522468567
en,en,Y,0.9473839402198792
en,en,Y,0.9343302249908447
en,en,Y,0.5548805594444275
en,en,Y,0.9454551935195923
en,en,Y,0.9551173448562622
en,en,Y,0.9664563536643982
en,en,Y,0.9128071665763855
en,en,Y,0.9105833768844604
en,en,Y,0.9933434128761292
en,en,Y,0.9948148727416992
en,en,Y,0.9562733769416809
en,en,Y,0.9816554188728333
en,en,Y,0.9882963299751282
en,en,Y,0.9948024153709412
en,en,Y,0.9694254994392395
en,en,Y,0.8273782134056091
en,en,Y,0.7661861181259155
en,en,Y,0.7504041194915771
en,en,Y,0.9308594465255737
en,en,Y,0.9926764965057373
en,en,Y,0.9547244310379028
en,en,Y,0.9294127821922302
en,en,Y,0.9893975853919983
en,en,Y,0.8716983199119568
en,en,Y,0.9374252557754517
en,en,Y,0.9553054571151733
en,en,Y,0.9398442506790161
en,en,Y,0.887138843536377
en,en,Y,0.9051634669303894
en,en,Y,0.9540219306945801
en,en,Y,0.8853052854537964
en,en,Y,0.7952376008033752
en,en,Y,0.9650229215621948
en,en,Y,0.8394057154655457
en,en,Y,0.921142041683197
en,en,Y,0.8395416140556335
en,en,Y,0.9273110628128052
en,en,Y,0.9611819982528687
en,en,Y,0.9383419752120972
en,en,Y,0.9783108234405518
en,en,Y,0.9804806709289551
en,en,Y,0.9791613817214966
en,es,N,0.9412399530410767
en,en,Y,0.9841017723083496
en,en,Y,0.9123328328132629
en,en,Y,0.8842443823814392
en,en,Y,0.9114551544189453
en,en,Y,0.7781542539596558
en,en,Y,0.9855300188064575
en,en,Y,0.9022361636161804
en,en,Y,0.993064284324646
en,en,Y,0.9571220278739929
en,en,Y,0.9578951597213745
en,en,Y,0.948074460029602
en,en,Y,0.876899778842926
en,en,Y,0.9354574084281921
en,en,Y,0.9863402247428894
en,en,Y,0.931562602519989
en,en,Y,0.9317731857299805
en,en,Y,0.9267234802246094
en,en,Y,0.8688125610351562
en,en,Y,0.9029519557952881
en,en,Y,0.9313366413116455
en,en,Y,0.9465087056159973
en,en,Y,0.9130509495735168
en,en,Y,0.9360547661781311
en,en,Y,0.9567607641220093
en,en,Y,0.7205118536949158
en,en,Y,0.9823077321052551
en,en,Y,0.9772453904151917
en,en,Y,0.9708868265151978
en,en,Y,0.9880654811859131
en,en,Y,0.90996253490448
en,en,Y,0.9734531044960022
en,en,Y,0.9664862751960754
en,en,Y,0.9767950773239136
en,en,Y,0.9809524416923523
en,en,Y,0.8834969401359558
en,en,Y,0.8009701371192932
en,en,Y,0.8404673933982849
en,en,Y,0.990626335144043
en,en,Y,0.9968246817588806
en,en,Y,0.98380446434021
en,en,Y,0.9679023623466492
en,en,Y,0.985216498374939
en,en,Y,0.9946298003196716
en,en,Y,0.949597179889679
en,en,Y,0.9871833324432373
en,en,Y,0.9833341836929321
en,en,Y,0.9585033655166626
en,en,Y,0.9715232849121094
en,en,Y,0.9463851451873779
en,en,Y,0.9838184714317322
en,en,Y,0.9618575572967529
en,en,Y,0.9886754751205444
en,en,Y,0.9368700981140137
en,en,Y,0.9929174780845642
en,en,Y,0.9672499299049377
en,en,Y,0.9656306505203247
en,en,Y,0.9631498456001282
en,en,Y,0.9627537131309509
en,en,Y,0.9508782625198364
en,en,Y,0.9779871702194214
en,en,Y,0.9023606777191162
en,en,Y,0.9222003221511841
en,en,Y,0.9196023941040039
en,en,Y,0.9216309189796448
en,en,Y,0.9526907205581665
en,en,Y,0.9843257665634155
en,en,Y,0.79719477891922
en,en,Y,0.9690964818000793
en,en,Y,0.982554018497467
en,en,Y,0.9414119124412537
en,en,Y,0.9377881288528442
en,en,Y,0.9688854813575745
en,en,Y,0.9479681849479675
en,en,Y,0.8779228329658508
en,en,Y,0.7760068774223328
en,en,Y,0.8327035903930664
en,en,Y,0.9442461133003235
en,en,Y,0.918038547039032
en,en,Y,0.9200718998908997
en,en,Y,0.9568329453468323
en,en,Y,0.9044418931007385
en,en,Y,0.9630775451660156
en,en,Y,0.9386900663375854
en,en,Y,0.9558473825454712
en,en,Y,0.9624276161193848
en,en,Y,0.9067608714103699
en,en,Y,0.9936656951904297
en,en,Y,0.9804544448852539
en,en,Y,0.9767000675201416
en,en,Y,0.8525809049606323
en,en,Y,0.890467643737793
en,en,Y,0.9832226634025574
en,en,Y,0.9260129928588867
en,en,Y,0.8353084325790405
en,en,Y,0.9618160128593445
en,en,Y,0.9284969568252563
en,en,Y,0.9069859385490417
en,en,Y,0.8786702752113342
en,en,Y,0.9373827576637268
en,en,Y,0.9039324522018433
en,en,Y,0.9393154978752136
en,en,Y,0.8260173797607422
en,en,Y,0.92890864610672
en,en,Y,0.9284926652908325
en,en,Y,0.984688937664032
en,en,Y,0.9567052125930786
en,en,Y,0.9357496500015259
en,en,Y,0.9684346914291382
en,en,Y,0.9549865126609802
en,en,Y,0.955868661403656
en,en,Y,0.9779320955276489
en,en,Y,0.746719241142273
en,en,Y,0.8876082897186279
en,en,Y,0.9534254670143127
en,en,Y,0.9811843037605286
en,en,Y,0.9635161757469177
en,en,Y,0.906006932258606
en,en,Y,0.9828323125839233
en,en,Y,0.8894280195236206
en,en,Y,0.8119205832481384
en,en,Y,0.9089092016220093
en,en,Y,0.9133007526397705
en,en,Y,0.9485899209976196
en,en,Y,0.9397855401039124
en,en,Y,0.8396326899528503
en,en,Y,0.9759467840194702
en,en,Y,0.8317018747329712
en,en,Y,0.9293229579925537
en,en,Y,0.8749550580978394
